unIDyearSite,uniqueIDYear,uniqueID,site,year,block,row,treat,seedl_nr,height,diam_mm,dateYear,mort_date,notes,mortality,mort_binar,waxQual,damage,percentDebark,waxHeight_cm,rootCol,origNotes,mort2,rank
B5R1chemicalS3_2018_clearcut,B5R1chemicalS3_2018,B5R1chemicalS3,clearcut,2018,5,1,chemical,3,0,NA,2018,2018,other,dead,1,0,50,20,0,,other,1,1
B5R1chemicalS4_2018_clearcut,B5R1chemicalS4_2018,B5R1chemicalS4,clearcut,2018,5,1,chemical,4,26,5.7,2018,0,alive,alive,0,0,30,20,0,,alive,0,1
B5R1chemicalS4_2019_clearcut,B5R1chemicalS4_2019,B5R1chemicalS4,clearcut,2019,5,1,chemical,4,27,5.6,2019,0,alive,alive,0,0,0,0,0,,alive,0,1
B5R1chemicalS4_2020_clearcut,B5R1chemicalS4_2020,B5R1chemicalS4,clearcut,2020,5,1,chemical,4,33,8.4,2020,0,alive,alive,0,0,0,0,0,,alive,0,1
B5R1chemicalS5_2018_clearcut,B5R1chemicalS5_2018,B5R1chemicalS5,clearcut,2018,5,1,chemical,5,29,5.5,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B5R1chemicalS5_2019_clearcut,B5R1chemicalS5_2019,B5R1chemicalS5,clearcut,2019,5,1,chemical,5,33,5.6,2019,0,alive,alive,0,0,0,0,0,,alive,0,1
B5R1chemicalS5_2020_clearcut,B5R1chemicalS5_2020,B5R1chemicalS5,clearcut,2020,5,1,chemical,5,54,12.7,2020,0,alive,alive,0,0,0,0,0,,alive,0,1
B5R1chemicalS6_2018_clearcut,B5R1chemicalS6_2018,B5R1chemicalS6,clearcut,2018,5,1,chemical,6,31,4.6,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B5R1chemicalS6_2019_clearcut,B5R1chemicalS6_2019,B5R1chemicalS6,clearcut,2019,5,1,chemical,6,34,5.6,2019,0,alive,alive,0,0,0,0,0,,alive,0,1
B5R1chemicalS6_2020_clearcut,B5R1chemicalS6_2020,B5R1chemicalS6,clearcut,2020,5,1,chemical,6,36,7.1,2020,0,alive,alive,0,0,0,0,0,,alive,0,1
B5R1chemicalS7_2018_clearcut,B5R1chemicalS7_2018,B5R1chemicalS7,clearcut,2018,5,1,chemical,7,42,8.4,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B5R1chemicalS7_2019_clearcut,B5R1chemicalS7_2019,B5R1chemicalS7,clearcut,2019,5,1,chemical,7,42,8.3,2019,0,alive,alive,0,0,0,0,0,,alive,0,1
B5R1chemicalS7_2020_clearcut,B5R1chemicalS7_2020,B5R1chemicalS7,clearcut,2020,5,1,chemical,7,50,13.8,2020,0,alive,alive,0,0,0,0,0,,alive,0,1
B5R1chemicalS8_2018_clearcut,B5R1chemicalS8_2018,B5R1chemicalS8,clearcut,2018,5,1,chemical,8,0,NA,2018,2018,other,dead,1,0,0,0,0,,other,1,1
B5R1chemicalS9_2018_clearcut,B5R1chemicalS9_2018,B5R1chemicalS9,clearcut,2018,5,1,chemical,9,18,4.2,2018,0,alive,alive,0,0,0,0,0,,terminal,0,1
B5R1chemicalS9_2019_clearcut,B5R1chemicalS9_2019,B5R1chemicalS9,clearcut,2019,5,1,chemical,9,26,5.8,2019,0,alive,alive,0,0,100,30,0,,alive,0,1
B5R1chemicalS9_2020_clearcut,B5R1chemicalS9_2020,B5R1chemicalS9,clearcut,2020,5,1,chemical,9,36,7.6,2020,0,alive,alive,0,0,0,0,0,,alive,0,1
B5R2collarS1_2018_clearcut,B5R2collarS1_2018,B5R2collarS1,clearcut,2018,5,2,collar,1,0,NA,2018,2018,Hylastes,dead,1,0,0,0,0,,Hylastes,1,1
B5R2collarS10_2018_clearcut,B5R2collarS10_2018,B5R2collarS10,clearcut,2018,5,2,collar,10,0,NA,2018,2018,Hylobius,dead,1,0,80,50,0,,Hylobius,1,1
B5R2collarS2_2018_clearcut,B5R2collarS2_2018,B5R2collarS2,clearcut,2018,5,2,collar,2,55,9.7,2018,0,alive,alive,0,0,60,60,0,,alive,0,1
B5R2collarS2_2019_clearcut,B5R2collarS2_2019,B5R2collarS2,clearcut,2019,5,2,collar,2,59,9.3,2019,0,alive,alive,0,0,180,100,0,,alive,0,1
B5R2collarS2_2020_clearcut,B5R2collarS2_2020,B5R2collarS2,clearcut,2020,5,2,collar,2,44,10.5,2020,0,alive,alive,0,0,100,0,0,Z,terminal,0,1
B5R2collarS3_2018_clearcut,B5R2collarS3_2018,B5R2collarS3,clearcut,2018,5,2,collar,3,0,NA,2018,2018,Hylastes,dead,1,0,0,0,0,,Hylastes,1,1
B5R2collarS4_2018_clearcut,B5R2collarS4_2018,B5R2collarS4,clearcut,2018,5,2,collar,4,0,NA,2018,2018,other,dead,1,0,0,0,0,,other,1,1
B5R2collarS5_2018_clearcut,B5R2collarS5_2018,B5R2collarS5,clearcut,2018,5,2,collar,5,32,7,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B5R2collarS5_2019_clearcut,B5R2collarS5_2019,B5R2collarS5,clearcut,2019,5,2,collar,5,33,5.5,2019,0,alive,alive,0,0,730,100,0,,alive,0,1
B5R2collarS5_2020_clearcut,B5R2collarS5_2020,B5R2collarS5,clearcut,2020,5,2,collar,5,0,NA,2020,2020,Hylobius,dead,1,0,1500,0,0,Z,Hylobius,1,1
B5R2collarS6_2018_clearcut,B5R2collarS6_2018,B5R2collarS6,clearcut,2018,5,2,collar,6,0,NA,2018,2018,other,dead,1,0,40,40,0,,other,1,1
B5R2collarS7_2018_clearcut,B5R2collarS7_2018,B5R2collarS7,clearcut,2018,5,2,collar,7,0,NA,2018,2018,Hylastes,dead,1,0,0,0,0,,Hylastes,1,1
B5R2collarS8_2018_clearcut,B5R2collarS8_2018,B5R2collarS8,clearcut,2018,5,2,collar,8,0,NA,2018,2018,Hylobius,dead,1,0,70,100,0,,Hylobius,1,1
B5R2collarS9_2018_clearcut,B5R2collarS9_2018,B5R2collarS9,clearcut,2018,5,2,collar,9,0,NA,2018,2018,other,dead,1,0,20,20,0,,other,1,1
B5R3controlS1_2018_clearcut,B5R3controlS1_2018,B5R3controlS1,clearcut,2018,5,3,control,1,41,6.6,2018,0,alive,alive,0,0,800,80,0,,alive,0,1
B5R3controlS1_2019_clearcut,B5R3controlS1_2019,B5R3controlS1,clearcut,2019,5,3,control,1,0,NA,2019,2019,other,dead,1,0,0,0,0,,other,1,1
B5R3controlS10_2018_clearcut,B5R3controlS10_2018,B5R3controlS10,clearcut,2018,5,3,control,10,0,NA,2018,2018,Hylastes,dead,1,0,0,0,0,,Hylastes,1,1
B5R3controlS11_2018_clearcut,B5R3controlS11_2018,B5R3controlS11,clearcut,2018,5,3,control,11,0,NA,2018,2018,Hylobius,dead,1,0,250,100,0,,Hylobius,1,1
B5R3controlS2_2018_clearcut,B5R3controlS2_2018,B5R3controlS2,clearcut,2018,5,3,control,2,0,NA,2018,2018,Hylobius,dead,1,0,1500,100,0,,Hylobius,1,1
B5R3controlS3_2018_clearcut,B5R3controlS3_2018,B5R3controlS3,clearcut,2018,5,3,control,3,0,NA,2018,2018,Hylastes,dead,1,0,20,10,0,,Hylastes,1,1
B5R3controlS4_2018_clearcut,B5R3controlS4_2018,B5R3controlS4,clearcut,2018,5,3,control,4,30,4.5,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B5R3controlS4_2019_clearcut,B5R3controlS4_2019,B5R3controlS4,clearcut,2019,5,3,control,4,0,NA,2019,2019,other,dead,1,0,0,0,0,,other,1,1
B5R3controlS5_2018_clearcut,B5R3controlS5_2018,B5R3controlS5,clearcut,2018,5,3,control,5,0,NA,2018,2018,Hylobius,dead,1,0,150,50,0,,Hylobius,1,1
B5R3controlS6_2018_clearcut,B5R3controlS6_2018,B5R3controlS6,clearcut,2018,5,3,control,6,0,NA,2018,2018,Hylastes,dead,1,0,0,0,0,,Hylastes,1,1
B5R3controlS7_2018_clearcut,B5R3controlS7_2018,B5R3controlS7,clearcut,2018,5,3,control,7,0,NA,2018,2018,Hylobius,dead,1,0,180,60,0,,Hylobius,1,1
B5R3controlS8_2018_clearcut,B5R3controlS8_2018,B5R3controlS8,clearcut,2018,5,3,control,8,0,NA,2018,2018,Hylastes,dead,1,0,0,0,0,,Hylastes,1,1
B5R4wax FS1_2018_clearcut,B5R4wax FS1_2018,B5R4wax FS1,clearcut,2018,5,4,wax F,1,41,5.4,2018,0,alive,alive,0,1,0,0,0,,alive,0,2
B5R4wax FS1_2019_clearcut,B5R4wax FS1_2019,B5R4wax FS1,clearcut,2019,5,4,wax F,1,34,8.9,2019,0,alive,alive,0,1,20,10,0,,alive,0,2
B5R4wax FS1_2020_clearcut,B5R4wax FS1_2020,B5R4wax FS1,clearcut,2020,5,4,wax F,1,59,13.6,2020,0,alive,alive,0,4,0,0,0,,alive,0,5
B5R4wax FS11_2018_clearcut,B5R4wax FS11_2018,B5R4wax FS11,clearcut,2018,5,4,wax F,11,0,NA,2018,2018,Hylastes,dead,1,1,0,0,0,,Hylastes,1,2
B5R4wax FS2_2018_clearcut,B5R4wax FS2_2018,B5R4wax FS2,clearcut,2018,5,4,wax F,2,41,7.7,2018,0,alive,alive,0,1,0,0,0,,alive,0,2
B5R4wax FS2_2019_clearcut,B5R4wax FS2_2019,B5R4wax FS2,clearcut,2019,5,4,wax F,2,41,6.4,2019,0,alive,alive,0,4,1000,100,0,,alive,0,5
B5R4wax FS2_2020_clearcut,B5R4wax FS2_2020,B5R4wax FS2,clearcut,2020,5,4,wax F,2,0,NA,2020,2020,Hylobius,dead,1,4,800,0,0,,Hylobius,1,5
B5R4wax FS3_2018_clearcut,B5R4wax FS3_2018,B5R4wax FS3,clearcut,2018,5,4,wax F,3,44,9,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B5R4wax FS3_2019_clearcut,B5R4wax FS3_2019,B5R4wax FS3,clearcut,2019,5,4,wax F,3,41,13,2019,0,alive,alive,0,1,0,0,0,,alive,0,2
B5R4wax FS3_2020_clearcut,B5R4wax FS3_2020,B5R4wax FS3,clearcut,2020,5,4,wax F,3,50,14.6,2020,0,alive,alive,0,2,0,0,0,,alive,0,3
B5R4wax FS4_2018_clearcut,B5R4wax FS4_2018,B5R4wax FS4,clearcut,2018,5,4,wax F,4,35,6.7,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B5R4wax FS4_2019_clearcut,B5R4wax FS4_2019,B5R4wax FS4,clearcut,2019,5,4,wax F,4,36,6.9,2019,0,alive,alive,0,2,20,10,0,,alive,0,3
B5R4wax FS4_2020_clearcut,B5R4wax FS4_2020,B5R4wax FS4,clearcut,2020,5,4,wax F,4,0,NA,2020,2020,Hylobius,dead,1,0,300,0,0,,Hylobius,1,1
B5R4wax FS5_2018_clearcut,B5R4wax FS5_2018,B5R4wax FS5,clearcut,2018,5,4,wax F,5,35,4.3,2018,0,alive,alive,0,2,30,20,0,,alive,0,3
B5R4wax FS5_2019_clearcut,B5R4wax FS5_2019,B5R4wax FS5,clearcut,2019,5,4,wax F,5,60,11.3,2019,0,alive,alive,0,1,120,20,0,,alive,0,3
B5R4wax FS5_2020_clearcut,B5R4wax FS5_2020,B5R4wax FS5,clearcut,2020,5,4,wax F,5,69,16.4,2020,0,alive,alive,0,3,1000,0,0,,alive,0,4
B5R4wax FS6_2018_clearcut,B5R4wax FS6_2018,B5R4wax FS6,clearcut,2018,5,4,wax F,6,61,8.2,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B5R4wax FS6_2019_clearcut,B5R4wax FS6_2019,B5R4wax FS6,clearcut,2019,5,4,wax F,6,43,8.6,2019,0,alive,alive,0,1,0,100,0,,alive,0,1
B5R4wax FS6_2020_clearcut,B5R4wax FS6_2020,B5R4wax FS6,clearcut,2020,5,4,wax F,6,51,8.8,2020,0,alive,alive,0,0,0,0,0,,alive,0,1
B5R4wax FS7_2018_clearcut,B5R4wax FS7_2018,B5R4wax FS7,clearcut,2018,5,4,wax F,7,40,6.1,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B5R4wax FS7_2019_clearcut,B5R4wax FS7_2019,B5R4wax FS7,clearcut,2019,5,4,wax F,7,24,8.9,2019,0,alive,alive,0,3,600,100,0,,alive,0,4
B5R4wax FS7_2020_clearcut,B5R4wax FS7_2020,B5R4wax FS7,clearcut,2020,5,4,wax F,7,0,NA,2020,2020,Hylobius,dead,1,4,100,0,0,,Hylobius,1,5
B5R4wax FS8_2018_clearcut,B5R4wax FS8_2018,B5R4wax FS8,clearcut,2018,5,4,wax F,8,16,5.7,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B5R4wax FS8_2019_clearcut,B5R4wax FS8_2019,B5R4wax FS8,clearcut,2019,5,4,wax F,8,20,9.5,2019,0,alive,alive,0,1,0,0,0,,alive,0,2
B5R4wax FS8_2020_clearcut,B5R4wax FS8_2020,B5R4wax FS8,clearcut,2020,5,4,wax F,8,27,9.3,2020,0,alive,alive,0,3,0,0,0,,alive,0,4
B5R4wax FS9_2018_clearcut,B5R4wax FS9_2018,B5R4wax FS9,clearcut,2018,5,4,wax F,9,20,6.1,2018,0,alive,alive,0,1,0,0,0,,alive,0,2
B5R4wax FS9_2019_clearcut,B5R4wax FS9_2019,B5R4wax FS9,clearcut,2019,5,4,wax F,9,27,8.9,2019,0,alive,alive,0,3,150,70,0,,alive,0,4
B5R4wax FS9_2020_clearcut,B5R4wax FS9_2020,B5R4wax FS9,clearcut,2020,5,4,wax F,9,0,NA,2020,2020,Hylobius,dead,1,0,70,0,0,,Hylobius,1,1
B5R5glueS1_2018_clearcut,B5R5glueS1_2018,B5R5glueS1,clearcut,2018,5,5,glue,1,33,5.4,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B5R5glueS1_2019_clearcut,B5R5glueS1_2019,B5R5glueS1,clearcut,2019,5,5,glue,1,36,7.8,2019,0,alive,alive,0,0,20,10,0,,alive,0,1
B5R5glueS1_2020_clearcut,B5R5glueS1_2020,B5R5glueS1,clearcut,2020,5,5,glue,1,47,12.6,2020,0,alive,alive,0,0,0,0,0,,alive,0,1
B5R5glueS10_2018_clearcut,B5R5glueS10_2018,B5R5glueS10,clearcut,2018,5,5,glue,10,0,NA,2018,2018,other,dead,1,0,0,0,0,,other,1,1
B5R5glueS2_2018_clearcut,B5R5glueS2_2018,B5R5glueS2,clearcut,2018,5,5,glue,2,0,NA,2018,2018,other,dead,1,0,0,0,0,,other,1,1
B5R5glueS3_2018_clearcut,B5R5glueS3_2018,B5R5glueS3,clearcut,2018,5,5,glue,3,26,5.5,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B5R5glueS3_2019_clearcut,B5R5glueS3_2019,B5R5glueS3,clearcut,2019,5,5,glue,3,32,8.1,2019,0,alive,alive,0,0,0,0,0,,alive,0,1
B5R5glueS3_2020_clearcut,B5R5glueS3_2020,B5R5glueS3,clearcut,2020,5,5,glue,3,40,10.6,2020,0,alive,alive,0,0,0,0,0,,alive,0,1
B5R5glueS4_2018_clearcut,B5R5glueS4_2018,B5R5glueS4,clearcut,2018,5,5,glue,4,47,8.4,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B5R5glueS4_2019_clearcut,B5R5glueS4_2019,B5R5glueS4,clearcut,2019,5,5,glue,4,52,9.5,2019,0,alive,alive,0,0,0,0,0,,alive,0,1
B5R5glueS4_2020_clearcut,B5R5glueS4_2020,B5R5glueS4,clearcut,2020,5,5,glue,4,55,17.7,2020,0,alive,alive,0,0,0,0,0,,alive,0,1
B5R5glueS5_2018_clearcut,B5R5glueS5_2018,B5R5glueS5,clearcut,2018,5,5,glue,5,21,4.7,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B5R5glueS5_2019_clearcut,B5R5glueS5_2019,B5R5glueS5,clearcut,2019,5,5,glue,5,0,NA,2019,2019,other,dead,1,0,0,0,0,,other,1,1
B5R5glueS6_2018_clearcut,B5R5glueS6_2018,B5R5glueS6,clearcut,2018,5,5,glue,6,21,4.1,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B5R5glueS6_2019_clearcut,B5R5glueS6_2019,B5R5glueS6,clearcut,2019,5,5,glue,6,22,5.3,2019,0,alive,alive,0,0,0,0,0,,alive,0,1
B5R5glueS6_2020_clearcut,B5R5glueS6_2020,B5R5glueS6,clearcut,2020,5,5,glue,6,30,9.5,2020,0,alive,alive,0,0,0,0,0,,alive,0,1
B5R5glueS7_2018_clearcut,B5R5glueS7_2018,B5R5glueS7,clearcut,2018,5,5,glue,7,45,8.6,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B5R5glueS7_2019_clearcut,B5R5glueS7_2019,B5R5glueS7,clearcut,2019,5,5,glue,7,0,NA,2019,2019,other,dead,1,0,0,0,0,,other,1,1
B5R5glueS8_2018_clearcut,B5R5glueS8_2018,B5R5glueS8,clearcut,2018,5,5,glue,8,39,6,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B5R5glueS8_2019_clearcut,B5R5glueS8_2019,B5R5glueS8,clearcut,2019,5,5,glue,8,55,15.3,2019,0,alive,alive,0,0,90,30,0,,alive,0,1
B5R5glueS8_2020_clearcut,B5R5glueS8_2020,B5R5glueS8,clearcut,2020,5,5,glue,8,62,22.6,2020,0,alive,alive,0,0,0,0,0,,alive,0,1
B5R5glueS9_2018_clearcut,B5R5glueS9_2018,B5R5glueS9,clearcut,2018,5,5,glue,9,32,5.4,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B5R5glueS9_2019_clearcut,B5R5glueS9_2019,B5R5glueS9,clearcut,2019,5,5,glue,9,0,NA,2019,2019,other,dead,1,0,0,0,0,,other,1,1
B5R6wax CS1_2018_clearcut,B5R6wax CS1_2018,B5R6wax CS1,clearcut,2018,5,6,wax C,1,30,6.3,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B5R6wax CS1_2019_clearcut,B5R6wax CS1_2019,B5R6wax CS1,clearcut,2019,5,6,wax C,1,34,5.7,2019,0,alive,alive,0,2,80,70,0,,alive,0,3
B5R6wax CS1_2020_clearcut,B5R6wax CS1_2020,B5R6wax CS1,clearcut,2020,5,6,wax C,1,0,NA,2020,2020,Hylobius,dead,1,2,190,0,0,,Hylobius,1,3
B5R6wax CS10_2018_clearcut,B5R6wax CS10_2018,B5R6wax CS10,clearcut,2018,5,6,wax C,10,0,NA,2018,2018,other,dead,1,0,0,0,0,,other,1,1
B5R6wax CS2_2018_clearcut,B5R6wax CS2_2018,B5R6wax CS2,clearcut,2018,5,6,wax C,2,0,NA,2018,2018,Hylastes,dead,1,0,0,0,0,,Hylastes,1,1
B5R6wax CS3_2018_clearcut,B5R6wax CS3_2018,B5R6wax CS3,clearcut,2018,5,6,wax C,3,0,NA,2018,2018,other,dead,1,0,0,0,0,,other,1,1
B5R6wax CS4_2018_clearcut,B5R6wax CS4_2018,B5R6wax CS4,clearcut,2018,5,6,wax C,4,56,10,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B5R6wax CS4_2019_clearcut,B5R6wax CS4_2019,B5R6wax CS4,clearcut,2019,5,6,wax C,4,63,12.7,2019,0,alive,alive,0,2,0,0,0,,alive,0,3
B5R6wax CS4_2020_clearcut,B5R6wax CS4_2020,B5R6wax CS4,clearcut,2020,5,6,wax C,4,87,17.1,2020,0,alive,alive,0,2,0,0,0,,alive,0,3
B5R6wax CS5_2018_clearcut,B5R6wax CS5_2018,B5R6wax CS5,clearcut,2018,5,6,wax C,5,62,13.4,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B5R6wax CS5_2019_clearcut,B5R6wax CS5_2019,B5R6wax CS5,clearcut,2019,5,6,wax C,5,64,15.8,2019,0,alive,alive,0,2,230,50,0,,alive,0,3
B5R6wax CS5_2020_clearcut,B5R6wax CS5_2020,B5R6wax CS5,clearcut,2020,5,6,wax C,5,79,18.1,2020,0,alive,alive,0,3,650,0,0,,alive,0,4
B5R6wax CS6_2018_clearcut,B5R6wax CS6_2018,B5R6wax CS6,clearcut,2018,5,6,wax C,6,61,12,2018,0,alive,alive,0,0,300,30,0,,bad condition,0,1
B5R6wax CS6_2019_clearcut,B5R6wax CS6_2019,B5R6wax CS6,clearcut,2019,5,6,wax C,6,60,10,2019,0,alive,alive,0,3,7.5,0,0,,bad condition,0,4
B5R6wax CS6_2020_clearcut,B5R6wax CS6_2020,B5R6wax CS6,clearcut,2020,5,6,wax C,6,58,7.9,2020,0,alive,alive,0,3,60,0,0,,bad condition,0,4
B5R6wax CS7_2018_clearcut,B5R6wax CS7_2018,B5R6wax CS7,clearcut,2018,5,6,wax C,7,0,NA,2018,2018,Hylastes,dead,1,0,0,0,0,,Hylastes,1,1
B5R6wax CS8_2018_clearcut,B5R6wax CS8_2018,B5R6wax CS8,clearcut,2018,5,6,wax C,8,0,NA,2018,2018,other,dead,1,1,0,0,0,,other,1,2
B5R6wax CS9_2018_clearcut,B5R6wax CS9_2018,B5R6wax CS9,clearcut,2018,5,6,wax C,9,0,NA,2018,2018,other,dead,1,0,0,0,0,,human,1,1
B6R1glueS1_2018_clearcut,B6R1glueS1_2018,B6R1glueS1,clearcut,2018,6,1,glue,1,36,5,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B6R1glueS1_2019_clearcut,B6R1glueS1_2019,B6R1glueS1,clearcut,2019,6,1,glue,1,39,6,2019,0,alive,alive,0,0,0,0,0,,alive,0,1
B6R1glueS1_2020_clearcut,B6R1glueS1_2020,B6R1glueS1,clearcut,2020,6,1,glue,1,39,5.7,2020,0,alive,alive,0,0,0,0,0,,alive,0,1
B6R1glueS10_2018_clearcut,B6R1glueS10_2018,B6R1glueS10,clearcut,2018,6,1,glue,10,30,4.8,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B6R1glueS10_2019_clearcut,B6R1glueS10_2019,B6R1glueS10,clearcut,2019,6,1,glue,10,28,5.6,2019,0,alive,alive,0,0,0,0,0,,alive,0,1
B6R1glueS10_2020_clearcut,B6R1glueS10_2020,B6R1glueS10,clearcut,2020,6,1,glue,10,32,5.6,2020,0,alive,alive,0,0,0,0,0,,alive,0,1
B6R1glueS2_2018_clearcut,B6R1glueS2_2018,B6R1glueS2,clearcut,2018,6,1,glue,2,0,NA,2018,2018,other,dead,1,0,0,0,0,,other,1,1
B6R1glueS3_2018_clearcut,B6R1glueS3_2018,B6R1glueS3,clearcut,2018,6,1,glue,3,25,5,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B6R1glueS3_2019_clearcut,B6R1glueS3_2019,B6R1glueS3,clearcut,2019,6,1,glue,3,0,NA,2019,2019,other,dead,1,0,0,0,0,,other,1,1
B6R1glueS4_2018_clearcut,B6R1glueS4_2018,B6R1glueS4,clearcut,2018,6,1,glue,4,33,4.3,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B6R1glueS4_2019_clearcut,B6R1glueS4_2019,B6R1glueS4,clearcut,2019,6,1,glue,4,33,6.7,2019,0,alive,alive,0,0,0,0,0,,alive,0,1
B6R1glueS4_2020_clearcut,B6R1glueS4_2020,B6R1glueS4,clearcut,2020,6,1,glue,4,64,16.9,2020,0,alive,alive,0,0,0,0,0,,alive,0,1
B6R1glueS5_2018_clearcut,B6R1glueS5_2018,B6R1glueS5,clearcut,2018,6,1,glue,5,51,7.3,2018,0,alive,alive,0,0,0,0,0,,terminal,0,1
B6R1glueS5_2019_clearcut,B6R1glueS5_2019,B6R1glueS5,clearcut,2019,6,1,glue,5,43,11.5,2019,0,alive,alive,0,0,0,0,0,,alive,0,1
B6R1glueS5_2020_clearcut,B6R1glueS5_2020,B6R1glueS5,clearcut,2020,6,1,glue,5,70,19.3,2020,0,alive,alive,0,0,60,0,0,,alive,0,1
B6R1glueS6_2018_clearcut,B6R1glueS6_2018,B6R1glueS6,clearcut,2018,6,1,glue,6,47,7.9,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B6R1glueS6_2019_clearcut,B6R1glueS6_2019,B6R1glueS6,clearcut,2019,6,1,glue,6,29,7.4,2019,0,alive,alive,0,0,30,10,0,,alive,0,1
B6R1glueS6_2020_clearcut,B6R1glueS6_2020,B6R1glueS6,clearcut,2020,6,1,glue,6,46,9.4,2020,0,alive,alive,0,0,0,0,0,,alive,0,1
B6R1glueS7_2018_clearcut,B6R1glueS7_2018,B6R1glueS7,clearcut,2018,6,1,glue,7,35,5.8,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B6R1glueS7_2019_clearcut,B6R1glueS7_2019,B6R1glueS7,clearcut,2019,6,1,glue,7,53,13.6,2019,0,alive,alive,0,0,0,0,0,,alive,0,1
B6R1glueS7_2020_clearcut,B6R1glueS7_2020,B6R1glueS7,clearcut,2020,6,1,glue,7,75,16.4,2020,0,alive,alive,0,0,70,0,0,,alive,0,1
B6R1glueS8_2018_clearcut,B6R1glueS8_2018,B6R1glueS8,clearcut,2018,6,1,glue,8,54,7.3,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B6R1glueS8_2019_clearcut,B6R1glueS8_2019,B6R1glueS8,clearcut,2019,6,1,glue,8,37,5.3,2019,0,alive,alive,0,0,0,0,0,,alive,0,1
B6R1glueS8_2020_clearcut,B6R1glueS8_2020,B6R1glueS8,clearcut,2020,6,1,glue,8,43,6.4,2020,0,alive,alive,0,0,0,0,0,,alive,0,1
B6R1glueS9_2018_clearcut,B6R1glueS9_2018,B6R1glueS9,clearcut,2018,6,1,glue,9,38,4.5,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B6R1glueS9_2019_clearcut,B6R1glueS9_2019,B6R1glueS9,clearcut,2019,6,1,glue,9,0,NA,2019,2019,other,dead,1,0,0,0,0,,other,1,1
B6R2chemicalS1_2018_clearcut,B6R2chemicalS1_2018,B6R2chemicalS1,clearcut,2018,6,2,chemical,1,40,7.2,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B6R2chemicalS1_2019_clearcut,B6R2chemicalS1_2019,B6R2chemicalS1,clearcut,2019,6,2,chemical,1,42.5,8.2,2019,0,alive,alive,0,0,0,0,0,,alive,0,1
B6R2chemicalS1_2020_clearcut,B6R2chemicalS1_2020,B6R2chemicalS1,clearcut,2020,6,2,chemical,1,50,12.1,2020,0,alive,alive,0,0,0,0,0,,alive,0,1
B6R2chemicalS10_2018_clearcut,B6R2chemicalS10_2018,B6R2chemicalS10,clearcut,2018,6,2,chemical,10,55,7.6,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B6R2chemicalS10_2019_clearcut,B6R2chemicalS10_2019,B6R2chemicalS10,clearcut,2019,6,2,chemical,10,59,10.7,2019,0,alive,alive,0,0,0,0,0,,alive,0,1
B6R2chemicalS10_2020_clearcut,B6R2chemicalS10_2020,B6R2chemicalS10,clearcut,2020,6,2,chemical,10,69,17.5,2020,0,alive,alive,0,0,0,0,0,,alive,0,1
B6R2chemicalS2_2018_clearcut,B6R2chemicalS2_2018,B6R2chemicalS2,clearcut,2018,6,2,chemical,2,0,NA,2018,2018,Hylobius,dead,1,0,70,30,0,,Hylobius,1,1
B6R2chemicalS3_2018_clearcut,B6R2chemicalS3_2018,B6R2chemicalS3,clearcut,2018,6,2,chemical,3,36,4.7,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B6R2chemicalS3_2019_clearcut,B6R2chemicalS3_2019,B6R2chemicalS3,clearcut,2019,6,2,chemical,3,40,7.2,2019,0,alive,alive,0,0,0,0,0,,alive,0,1
B6R2chemicalS3_2020_clearcut,B6R2chemicalS3_2020,B6R2chemicalS3,clearcut,2020,6,2,chemical,3,59,11.3,2020,0,alive,alive,0,0,0,0,0,,alive,0,1
B6R2chemicalS4_2018_clearcut,B6R2chemicalS4_2018,B6R2chemicalS4,clearcut,2018,6,2,chemical,4,45,6.7,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
